name,segment,ntpos,totalcount
P2_10,SynRNA_WT_PB2,68,24729.5
P2_10,SynRNA_WT_PB2,69,24101.5
P2_10,SynRNA_WT_PB2,70,24748.5
P2_10,SynRNA_WT_PB2,71,26136.0
P2_10,SynRNA_WT_PB2,72,26199.5
P2_10,SynRNA_WT_PB2,73,26201.5
P2_10,SynRNA_WT_PB2,74,26235.0
P2_10,SynRNA_WT_PB2,75,26489.5
P2_10,SynRNA_WT_PB2,76,26935.5
P2_10,SynRNA_WT_PB2,77,23970.5
P2_10,SynRNA_WT_PB2,78,27812.5
P2_10,SynRNA_WT_PB2,79,27432.5
P2_10,SynRNA_WT_PB2,80,28954.0
P2_10,SynRNA_WT_PB2,81,28958.5
P2_10,SynRNA_WT_PB2,82,29309.5
P2_10,SynRNA_WT_PB2,83,29357.5
P2_10,SynRNA_WT_PB2,84,28650.0
P2_10,SynRNA_WT_PB2,85,28864.0
P2_10,SynRNA_WT_PB2,86,29013.0
P2_10,SynRNA_WT_PB2,87,28842.5
P2_10,SynRNA_WT_PB2,88,27849.0
P2_10,SynRNA_WT_PB2,89,27076.0
P2_10,SynRNA_WT_PB2,90,28068.5
P2_10,SynRNA_WT_PB2,91,28143.5
P2_10,SynRNA_WT_PB2,92,28520.5
P2_10,SynRNA_WT_PB2,93,28450.0
P2_10,SynRNA_WT_PB2,94,28490.0
P2_10,SynRNA_WT_PB2,95,28498.0
P2_10,SynRNA_WT_PB2,96,28623.0
P2_10,SynRNA_WT_PB2,97,28547.0
P2_10,SynRNA_WT_PB2,98,28561.5
P2_10,SynRNA_WT_PB2,99,28474.5
P2_10,SynRNA_WT_PB2,100,28448.0
P2_10,SynRNA_WT_PB2,101,28459.5
P2_10,SynRNA_WT_PB2,102,29051.5
P2_10,SynRNA_WT_PB2,103,28109.0
P2_10,SynRNA_WT_PB2,104,29744.0
P2_10,SynRNA_WT_PB2,105,29565.5
P2_10,SynRNA_WT_PB2,106,29830.5
P2_10,SynRNA_WT_PB2,107,30297.0
P2_10,SynRNA_WT_PB2,108,29746.0
P2_10,SynRNA_WT_PB2,109,29632.0
P2_10,SynRNA_WT_PB2,110,29147.5
P2_10,SynRNA_WT_PB2,111,30134.0
P2_10,SynRNA_WT_PB2,112,28994.0
P2_10,SynRNA_WT_PB2,113,30099.5
P2_10,SynRNA_WT_PB2,114,29389.0
P2_10,SynRNA_WT_PB2,115,30955.5
P2_10,SynRNA_WT_PB2,116,30940.0
P2_10,SynRNA_WT_PB2,117,31187.0
P2_10,SynRNA_WT_PB2,118,30143.5
P2_10,SynRNA_WT_PB2,119,30970.0
P2_10,SynRNA_WT_PB2,120,30972.5
P2_10,SynRNA_WT_PB2,121,31066.5
P2_10,SynRNA_WT_PB2,122,26743.0
P2_10,SynRNA_WT_PB2,123,26173.0
P2_10,SynRNA_WT_PB2,124,22239.5
P2_10,SynRNA_WT_PB2,125,18661.5
P2_10,SynRNA_WT_PB2,126,27158.5
P2_10,SynRNA_WT_PB2,127,26393.5
P2_10,SynRNA_WT_PB2,128,26459.0
P2_10,SynRNA_WT_PB2,129,26342.5
P2_10,SynRNA_WT_PB2,130,26427.0
P2_10,SynRNA_WT_PB2,131,27198.0
P2_10,SynRNA_WT_PB2,132,25299.5
P2_10,SynRNA_WT_PB2,133,27513.0
P2_10,SynRNA_WT_PB2,134,27406.5
P2_10,SynRNA_WT_PB2,135,27629.5
P2_10,SynRNA_WT_PB2,136,27521.5
P2_10,SynRNA_WT_PB2,137,27881.0
P2_10,SynRNA_WT_PB2,138,27756.0
P2_10,SynRNA_WT_PB2,139,27372.5
P2_10,SynRNA_WT_PB2,140,27528.5
P2_10,SynRNA_WT_PB2,141,27604.0
P2_10,SynRNA_WT_PB2,142,27945.5
P2_10,SynRNA_WT_PB2,143,26372.0
P2_10,SynRNA_WT_PB2,144,27837.0
P2_10,SynRNA_WT_PB2,145,26815.0
P2_10,SynRNA_WT_PB2,146,26875.0
P2_10,SynRNA_WT_PB2,147,27260.0
P2_10,SynRNA_WT_PB2,148,27250.5
P2_10,SynRNA_WT_PB2,149,26523.0
P2_10,SynRNA_WT_PB2,150,26572.5
P2_10,SynRNA_WT_PB2,151,26537.0
P2_10,SynRNA_WT_PB2,152,26509.5
P2_10,SynRNA_WT_PB2,153,26168.0
P2_10,SynRNA_WT_PB2,154,26010.0
P2_10,SynRNA_WT_PB2,155,26609.5
P2_10,SynRNA_WT_PB2,156,26293.0
P2_10,SynRNA_WT_PB2,157,26751.0
P2_10,SynRNA_WT_PB2,158,26688.0
P2_10,SynRNA_WT_PB2,159,26299.0
P2_10,SynRNA_WT_PB2,160,26210.5
P2_10,SynRNA_WT_PB2,161,25829.0
P2_10,SynRNA_WT_PB2,162,24726.5
P2_10,SynRNA_WT_PB2,163,25036.0
P2_10,SynRNA_WT_PB2,164,23809.0
P2_10,SynRNA_WT_PB2,165,25347.5
P2_10,SynRNA_WT_PB2,166,23981.5
P2_10,SynRNA_WT_PB2,167,24836.0
P2_10,SynRNA_WT_PB2,168,25332.5
P2_10,SynRNA_WT_PB2,169,24904.5
P2_10,SynRNA_WT_PB2,170,24682.0
P2_10,SynRNA_WT_PB2,171,24738.0
P2_10,SynRNA_WT_PB2,172,25246.0
P2_10,SynRNA_WT_PB2,173,25345.5
P2_10,SynRNA_WT_PB2,174,24975.0
P2_10,SynRNA_WT_PB2,175,24215.0
P2_10,SynRNA_WT_PB2,176,24310.0
P2_10,SynRNA_WT_PB2,177,23988.0
P2_10,SynRNA_WT_PB2,178,23671.5
P2_10,SynRNA_WT_PB2,179,22809.5
P2_10,SynRNA_WT_PB2,180,24064.0
P2_10,SynRNA_WT_PB2,181,23890.0
P2_10,SynRNA_WT_PB2,182,23870.5
P2_10,SynRNA_WT_PB2,183,23901.0
P2_10,SynRNA_WT_PB2,184,23809.0
P2_10,SynRNA_WT_PB2,185,23955.0
P2_10,SynRNA_WT_PB2,186,23998.0
P2_10,SynRNA_WT_PB2,187,16491.5
P2_10,SynRNA_WT_PB2,188,16520.5
P2_10,SynRNA_WT_PB2,189,15445.0
P2_10,SynRNA_WT_PB2,190,15844.0
P2_10,SynRNA_WT_PB2,191,16089.5
P2_10,SynRNA_WT_PB2,192,15521.5
P2_10,SynRNA_WT_PB2,193,15695.0
P2_10,SynRNA_WT_PB2,194,15911.0
P2_10,SynRNA_WT_PB2,195,15990.0
P2_10,SynRNA_WT_PB2,196,16043.5
P2_10,SynRNA_WT_PB2,197,16330.5
P2_10,SynRNA_WT_PB2,198,16048.5
P2_10,SynRNA_WT_PB2,199,15798.5
P2_10,SynRNA_WT_PB2,200,16342.0
P2_10,SynRNA_WT_PB2,201,16403.5
P2_10,SynRNA_WT_PB2,202,16458.0
P2_10,SynRNA_WT_PB2,203,16122.5
P2_10,SynRNA_WT_PB2,204,16106.0
P2_10,SynRNA_WT_PB2,205,16333.5
P2_10,SynRNA_WT_PB2,206,15815.0
P2_10,SynRNA_WT_PB2,207,16239.0
P2_10,SynRNA_WT_PB2,208,15710.0
P2_10,SynRNA_WT_PB2,209,16103.5
P2_10,SynRNA_WT_PB2,210,15938.5
P2_10,SynRNA_WT_PB2,211,15975.0
P2_10,SynRNA_WT_PB2,212,15558.5
P2_10,SynRNA_WT_PB2,213,15465.5
P2_10,SynRNA_WT_PB2,214,15612.5
P2_10,SynRNA_WT_PB2,215,14532.5
P2_10,SynRNA_WT_PB2,216,14960.0
P2_10,SynRNA_WT_PB2,217,15565.0
P2_10,SynRNA_WT_PB2,218,15248.5
P2_10,SynRNA_WT_PB2,219,15147.0
P2_10,SynRNA_WT_PB2,220,15310.0
P2_10,SynRNA_WT_PB2,221,14938.5
P2_10,SynRNA_WT_PB2,222,14501.0
P2_10,SynRNA_WT_PB2,223,14693.5
P2_10,SynRNA_WT_PB2,224,14454.5
P2_10,SynRNA_WT_PB2,225,13183.0
P2_10,SynRNA_WT_PB2,226,9757.5
P2_10,SynRNA_WT_PB2,227,14689.0
P2_10,SynRNA_WT_PB2,228,14172.0
P2_10,SynRNA_WT_PB2,229,14299.5
P2_10,SynRNA_WT_PB2,230,14211.5
P2_10,SynRNA_WT_PB2,231,14241.5
P2_10,SynRNA_WT_PB2,232,14260.5
P2_10,SynRNA_WT_PB2,233,14279.5
P2_10,SynRNA_WT_PB2,234,14470.5
P2_10,SynRNA_WT_PB2,235,14183.0
P2_10,SynRNA_WT_PB2,236,14460.5
P2_10,SynRNA_WT_PB2,237,14457.0
P2_10,SynRNA_WT_PB2,238,14219.0
P2_10,SynRNA_WT_PB2,239,14589.5
P2_10,SynRNA_WT_PB2,240,13987.0
P2_10,SynRNA_WT_PB2,241,13769.5
P2_10,SynRNA_WT_PB2,242,14429.5
P2_10,SynRNA_WT_PB2,243,14490.0
P2_10,SynRNA_WT_PB2,244,13841.5
P2_10,SynRNA_WT_PB2,245,13184.0
P2_10,SynRNA_WT_PB2,246,14650.5
P2_10,SynRNA_WT_PB2,247,14415.0
P2_10,SynRNA_WT_PB2,248,13602.5
P2_10,SynRNA_WT_PB2,249,14490.5
P2_10,SynRNA_WT_PB2,250,14413.5
P2_10,SynRNA_WT_PB2,251,14432.0
P2_10,SynRNA_WT_PB2,252,14435.0
P2_10,SynRNA_WT_PB2,253,14488.5
P2_10,SynRNA_WT_PB2,254,14579.0
P2_10,SynRNA_WT_PB2,255,14366.5
P2_10,SynRNA_WT_PB2,256,14190.0
P2_10,SynRNA_WT_PB2,257,14414.0
P2_10,SynRNA_WT_PB2,258,14422.0
P2_10,SynRNA_WT_PB2,259,14513.0
P2_10,SynRNA_WT_PB2,260,12969.0
P2_10,SynRNA_WT_PB2,261,14571.5
P2_10,SynRNA_WT_PB2,262,14051.5
P2_10,SynRNA_WT_PB2,263,14254.5
P2_10,SynRNA_WT_PB2,264,13263.5
P2_10,SynRNA_WT_PB2,265,14515.5
P2_10,SynRNA_WT_PB2,266,14033.0
P2_10,SynRNA_WT_PB2,267,14241.0
P2_10,SynRNA_WT_PB2,268,13734.5
P2_10,SynRNA_WT_PB2,269,13988.0
P2_10,SynRNA_WT_PB2,270,13832.5
P2_10,SynRNA_WT_PB2,271,14226.0
P2_10,SynRNA_WT_PB2,272,14151.0
P2_10,SynRNA_WT_PB2,273,14239.0
P2_10,SynRNA_WT_PB2,274,13719.0
P2_10,SynRNA_WT_PB2,275,13932.0
P2_10,SynRNA_WT_PB2,276,11856.5
P2_10,SynRNA_WT_PB2,277,13993.5
P2_10,SynRNA_WT_PB2,278,13935.0
P2_10,SynRNA_WT_PB2,279,13757.0
P2_10,SynRNA_WT_PB2,280,14071.5
P2_10,SynRNA_WT_PB2,281,14033.5
P2_10,SynRNA_WT_PB2,282,13977.0
P2_10,SynRNA_WT_PB2,283,13955.0
P2_10,SynRNA_WT_PB2,284,14037.5
P2_10,SynRNA_WT_PB2,285,13770.5
P2_10,SynRNA_WT_PB2,286,14016.0
P2_10,SynRNA_WT_PB2,287,13981.0
P2_10,SynRNA_WT_PB2,288,13869.5
P2_10,SynRNA_WT_PB2,289,13328.5
P2_10,SynRNA_WT_PB2,290,13721.0
P2_10,SynRNA_WT_PB2,291,14142.5
P2_10,SynRNA_WT_PB2,292,13980.5
P2_10,SynRNA_WT_PB2,293,13654.5
P2_10,SynRNA_WT_PB2,294,14057.5
P2_10,SynRNA_WT_PB2,295,13714.5
P2_10,SynRNA_WT_PB2,296,14104.0
P2_10,SynRNA_WT_PB2,297,14384.0
P2_10,SynRNA_WT_PB2,298,14442.5
P2_10,SynRNA_WT_PB2,299,13599.0
P2_10,SynRNA_WT_PB2,300,14324.0
P2_10,SynRNA_WT_PB2,301,14319.5
P2_10,SynRNA_WT_PB2,302,14398.0
P2_10,SynRNA_WT_PB2,303,14401.5
P2_10,SynRNA_WT_PB2,304,14406.5
P2_10,SynRNA_WT_PB2,305,13787.0
P2_10,SynRNA_WT_PB2,306,14088.5
P2_10,SynRNA_WT_PB2,307,13946.0
P2_10,SynRNA_WT_PB2,308,14133.5
P2_10,SynRNA_WT_PB2,309,14138.5
P2_10,SynRNA_WT_PB2,310,13896.0
P2_10,SynRNA_WT_PB2,311,13613.5
P2_10,SynRNA_WT_PB2,312,13236.0
P2_10,SynRNA_WT_PB2,313,12082.5
P2_10,SynRNA_WT_PB2,314,13933.5
P2_10,SynRNA_WT_PB2,315,13822.0
P2_10,SynRNA_WT_PB2,316,13223.0
P2_10,SynRNA_WT_PB2,317,13997.0
P2_10,SynRNA_WT_PB2,318,13909.0
P2_10,SynRNA_WT_PB2,319,13983.0
P2_10,SynRNA_WT_PB2,320,13911.5
P2_10,SynRNA_WT_PB2,321,13936.5
P2_10,SynRNA_WT_PB2,322,14102.5
P2_10,SynRNA_WT_PB2,323,14063.0
P2_10,SynRNA_WT_PB2,324,14129.5
P2_10,SynRNA_WT_PB2,325,14274.5
P2_10,SynRNA_WT_PB2,326,13503.5
P2_10,SynRNA_WT_PB2,327,14567.5
P2_10,SynRNA_WT_PB2,328,14518.5
P2_10,SynRNA_WT_PB2,329,14458.5
P2_10,SynRNA_WT_PB2,330,14321.0
P2_10,SynRNA_WT_PB2,331,14158.5
P2_10,SynRNA_WT_PB2,332,14244.0
P2_10,SynRNA_WT_PB2,333,14652.0
P2_10,SynRNA_WT_PB2,334,13608.5
P2_10,SynRNA_WT_PB2,335,14234.5
P2_10,SynRNA_WT_PB2,336,13807.0
P2_10,SynRNA_WT_PB2,337,14502.5
P2_10,SynRNA_WT_PB2,338,14541.5
P2_10,SynRNA_WT_PB2,339,13971.5
P2_10,SynRNA_WT_PB2,340,14551.5
P2_10,SynRNA_WT_PB2,341,14710.5
P2_10,SynRNA_WT_PB2,342,14885.5
P2_10,SynRNA_WT_PB2,343,15117.5
P2_10,SynRNA_WT_PB2,344,15011.5
P2_10,SynRNA_WT_PB2,345,15239.0
P2_10,SynRNA_WT_PB2,346,15036.0
P2_10,SynRNA_WT_PB2,347,15158.0
P2_10,SynRNA_WT_PB2,348,14683.5
P2_10,SynRNA_WT_PB2,349,14440.0
P2_10,SynRNA_WT_PB2,350,14908.5
P2_10,SynRNA_WT_PB2,351,14795.0
P2_10,SynRNA_WT_PB2,352,14642.0
P2_10,SynRNA_WT_PB2,353,14611.5
P2_10,SynRNA_WT_PB2,354,14793.5
P2_10,SynRNA_WT_PB2,355,14339.5
P2_10,SynRNA_WT_PB2,356,14929.5
P2_10,SynRNA_WT_PB2,357,14640.0
P2_10,SynRNA_WT_PB2,358,14395.0
P2_10,SynRNA_WT_PB2,359,14905.5
P2_10,SynRNA_WT_PB2,360,14021.0
P2_10,SynRNA_WT_PB2,361,14166.0
P2_10,SynRNA_WT_PB2,362,14296.0
P2_10,SynRNA_WT_PB2,363,14531.5
P2_10,SynRNA_WT_PB2,364,14472.0
P2_10,SynRNA_WT_PB2,365,13671.5
P2_10,SynRNA_WT_PB2,366,14680.5
P2_10,SynRNA_WT_PB2,367,14567.0
P2_10,SynRNA_WT_PB2,368,14850.0
P2_10,SynRNA_WT_PB2,369,13640.0
P2_10,SynRNA_WT_PB2,370,14490.0
P2_10,SynRNA_WT_PB2,371,14798.5
P2_10,SynRNA_WT_PB2,372,14860.0
P2_10,SynRNA_WT_PB2,373,14016.0
P2_10,SynRNA_WT_PB2,374,14714.0
P2_10,SynRNA_WT_PB2,375,15381.0
P2_10,SynRNA_WT_PB2,376,15500.0
P2_10,SynRNA_WT_PB2,377,14630.5
P2_10,SynRNA_WT_PB2,378,15624.5
P2_10,SynRNA_WT_PB2,379,16124.0
P2_10,SynRNA_WT_PB2,380,15964.0
P2_10,SynRNA_WT_PB2,381,16121.5
P2_10,SynRNA_WT_PB2,382,16013.0
P2_10,SynRNA_WT_PB2,383,16118.0
P2_10,SynRNA_WT_PB2,384,15596.0
P2_10,SynRNA_WT_PB2,385,15194.5
P2_10,SynRNA_WT_PB2,386,16500.0
P2_10,SynRNA_WT_PB2,387,16331.0
P2_10,SynRNA_WT_PB2,388,16467.0
P2_10,SynRNA_WT_PB2,389,16522.5
P2_10,SynRNA_WT_PB2,390,16584.5
P2_10,SynRNA_WT_PB2,391,16436.0
P2_10,SynRNA_WT_PB2,392,16791.0
P2_10,SynRNA_WT_PB2,393,16730.0
P2_10,SynRNA_WT_PB2,394,16219.0
P2_10,SynRNA_WT_PB2,395,16537.0
P2_10,SynRNA_WT_PB2,396,16573.0
P2_10,SynRNA_WT_PB2,397,17078.5
P2_10,SynRNA_WT_PB2,398,16742.5
P2_10,SynRNA_WT_PB2,399,16948.0
P2_10,SynRNA_WT_PB2,400,15942.0
P2_10,SynRNA_WT_PB2,401,15555.0
P2_10,SynRNA_WT_PB2,402,17035.0
P2_10,SynRNA_WT_PB2,403,16593.5
P2_10,SynRNA_WT_PB2,404,17019.0
P2_10,SynRNA_WT_PB2,405,17193.0
P2_10,SynRNA_WT_PB2,406,17192.5
P2_10,SynRNA_WT_PB2,407,17116.0
P2_10,SynRNA_WT_PB2,408,17211.5
P2_10,SynRNA_WT_PB2,409,17020.0
P2_10,SynRNA_WT_PB2,410,16864.5
P2_10,SynRNA_WT_PB2,411,17201.5
P2_10,SynRNA_WT_PB2,412,17088.0
P2_10,SynRNA_WT_PB2,413,17030.0
P2_10,SynRNA_WT_PB2,414,17244.5
P2_10,SynRNA_WT_PB2,415,16859.0
P2_10,SynRNA_WT_PB2,416,16423.5
P2_10,SynRNA_WT_PB2,417,17065.5
P2_10,SynRNA_WT_PB2,418,16424.5
P2_10,SynRNA_WT_PB2,419,17408.5
P2_10,SynRNA_WT_PB2,420,16825.0
P2_10,SynRNA_WT_PB2,421,17177.5
P2_10,SynRNA_WT_PB2,422,17427.5
P2_10,SynRNA_WT_PB2,423,16895.5
P2_10,SynRNA_WT_PB2,424,16965.5
P2_10,SynRNA_WT_PB2,425,17426.0
P2_10,SynRNA_WT_PB2,426,17562.0
P2_10,SynRNA_WT_PB2,427,17858.5
P2_10,SynRNA_WT_PB2,428,17535.0
P2_10,SynRNA_WT_PB2,429,17708.5
P2_10,SynRNA_WT_PB2,430,17950.5
P2_10,SynRNA_WT_PB2,431,18195.5
P2_10,SynRNA_WT_PB2,432,18311.5
P2_10,SynRNA_WT_PB2,433,18418.0
P2_10,SynRNA_WT_PB2,434,16741.5
P2_10,SynRNA_WT_PB2,435,17657.5
P2_10,SynRNA_WT_PB2,436,18489.0
P2_10,SynRNA_WT_PB2,437,18346.5
P2_10,SynRNA_WT_PB2,438,18690.5
P2_10,SynRNA_WT_PB2,439,18518.5
P2_10,SynRNA_WT_PB2,440,18753.0
P2_10,SynRNA_WT_PB2,441,18290.5
P2_10,SynRNA_WT_PB2,442,17041.5
P2_10,SynRNA_WT_PB2,443,14780.5
P2_10,SynRNA_WT_PB2,444,18974.0
P2_10,SynRNA_WT_PB2,445,18258.0
P2_10,SynRNA_WT_PB2,446,18699.5
P2_10,SynRNA_WT_PB2,447,18615.5
P2_10,SynRNA_WT_PB2,448,18342.5
P2_10,SynRNA_WT_PB2,449,18630.0
P2_10,SynRNA_WT_PB2,450,18698.5
P2_10,SynRNA_WT_PB2,451,18405.0
P2_10,SynRNA_WT_PB2,452,18509.0
P2_10,SynRNA_WT_PB2,453,18488.5
P2_10,SynRNA_WT_PB2,454,18935.5
P2_10,SynRNA_WT_PB2,455,19045.0
P2_10,SynRNA_WT_PB2,456,19002.0
P2_10,SynRNA_WT_PB2,457,19410.0
P2_10,SynRNA_WT_PB2,458,17961.5
P2_10,SynRNA_WT_PB2,459,19110.0
P2_10,SynRNA_WT_PB2,460,19595.0
P2_10,SynRNA_WT_PB2,461,19290.5
P2_10,SynRNA_WT_PB2,462,18753.5
P2_10,SynRNA_WT_PB2,463,18878.0
P2_10,SynRNA_WT_PB2,464,19393.5
P2_10,SynRNA_WT_PB2,465,17487.5
P2_10,SynRNA_WT_PB2,466,19229.5
P2_10,SynRNA_WT_PB2,467,19003.5
P2_10,SynRNA_WT_PB2,468,18517.5
P2_10,SynRNA_WT_PB2,469,18723.0
P2_10,SynRNA_WT_PB2,470,19081.5
P2_10,SynRNA_WT_PB2,471,19109.5
P2_10,SynRNA_WT_PB2,472,19320.5
P2_10,SynRNA_WT_PB2,473,19170.0
P2_10,SynRNA_WT_PB2,474,19234.5
P2_10,SynRNA_WT_PB2,475,19132.0
P2_10,SynRNA_WT_PB2,476,19458.5
P2_10,SynRNA_WT_PB2,477,17116.5
P2_10,SynRNA_WT_PB2,478,18791.0
P2_10,SynRNA_WT_PB2,479,18415.0
P2_10,SynRNA_WT_PB2,480,19270.5
P2_10,SynRNA_WT_PB2,481,19494.5
P2_10,SynRNA_WT_PB2,482,19950.0
P2_10,SynRNA_WT_PB2,483,19230.0
P2_10,SynRNA_WT_PB2,484,19390.5
P2_10,SynRNA_WT_PB2,485,19420.5
P2_10,SynRNA_WT_PB2,486,19798.0
P2_10,SynRNA_WT_PB2,487,19907.5
P2_10,SynRNA_WT_PB2,488,19142.0
P2_10,SynRNA_WT_PB2,489,19713.5
P2_10,SynRNA_WT_PB2,490,18636.0
P2_10,SynRNA_WT_PB2,491,19477.5
P2_10,SynRNA_WT_PB2,492,18924.5
P2_10,SynRNA_WT_PB2,493,18890.0
P2_10,SynRNA_WT_PB2,494,18901.5
P2_10,SynRNA_WT_PB2,495,17853.5
P2_10,SynRNA_WT_PB2,496,19062.0
P2_10,SynRNA_WT_PB2,497,18171.5
P2_10,SynRNA_WT_PB2,498,18780.5
P2_10,SynRNA_WT_PB2,499,18967.5
P2_10,SynRNA_WT_PB2,500,17931.5
P2_10,SynRNA_WT_PB2,501,18093.0
P2_10,SynRNA_WT_PB2,502,18429.0
P2_10,SynRNA_WT_PB2,503,19094.0
P2_10,SynRNA_WT_PB2,504,19054.0
P2_10,SynRNA_WT_PB2,505,17893.0
P2_10,SynRNA_WT_PB2,506,18603.0
P2_10,SynRNA_WT_PB2,507,19038.0
P2_10,SynRNA_WT_PB2,508,19143.0
P2_10,SynRNA_WT_PB2,509,19004.5
P2_10,SynRNA_WT_PB2,510,19629.5
P2_10,SynRNA_WT_PB2,511,19747.5
P2_10,SynRNA_WT_PB2,512,19461.0
P2_10,SynRNA_WT_PB2,513,18768.0
P2_10,SynRNA_WT_PB2,514,19808.5
P2_10,SynRNA_WT_PB2,515,18490.0
P2_10,SynRNA_WT_PB2,516,19336.5
P2_10,SynRNA_WT_PB2,517,18805.5
P2_10,SynRNA_WT_PB2,518,18069.5
P2_10,SynRNA_WT_PB2,519,18745.0
P2_10,SynRNA_WT_PB2,520,19448.5
P2_10,SynRNA_WT_PB2,521,19978.0
P2_10,SynRNA_WT_PB2,522,19342.0
P2_10,SynRNA_WT_PB2,523,19940.5
P2_10,SynRNA_WT_PB2,524,20185.5
P2_10,SynRNA_WT_PB2,525,19900.0
P2_10,SynRNA_WT_PB2,526,19699.5
P2_10,SynRNA_WT_PB2,527,20045.0
P2_10,SynRNA_WT_PB2,528,20040.0
P2_10,SynRNA_WT_PB2,529,20068.0
P2_10,SynRNA_WT_PB2,530,19440.0
P2_10,SynRNA_WT_PB2,531,19557.5
P2_10,SynRNA_WT_PB2,532,18461.5
P2_10,SynRNA_WT_PB2,533,19716.0
P2_10,SynRNA_WT_PB2,534,19523.5
P2_10,SynRNA_WT_PB2,535,19508.0
P2_10,SynRNA_WT_PB2,536,19888.5
P2_10,SynRNA_WT_PB2,537,19646.0
P2_10,SynRNA_WT_PB2,538,19681.0
P2_10,SynRNA_WT_PB2,539,19465.0
P2_10,SynRNA_WT_PB2,540,19126.0
P2_10,SynRNA_WT_PB2,541,19011.0
P2_10,SynRNA_WT_PB2,542,20378.5
P2_10,SynRNA_WT_PB2,543,19461.0
P2_10,SynRNA_WT_PB2,544,20241.5
P2_10,SynRNA_WT_PB2,545,19859.5
P2_10,SynRNA_WT_PB2,546,18986.0
P2_10,SynRNA_WT_PB2,547,20265.0
P2_10,SynRNA_WT_PB2,548,19553.0
P2_10,SynRNA_WT_PB2,549,17857.0
P2_10,SynRNA_WT_PB2,550,18567.0
P2_10,SynRNA_WT_PB2,551,20257.5
P2_10,SynRNA_WT_PB2,552,20009.5
P2_10,SynRNA_WT_PB2,553,20108.5
P2_10,SynRNA_WT_PB2,554,19330.0
P2_10,SynRNA_WT_PB2,555,20507.0
P2_10,SynRNA_WT_PB2,556,20194.5
P2_10,SynRNA_WT_PB2,557,20704.0
P2_10,SynRNA_WT_PB2,558,20334.0
