"ferret_id","cohort","dpi","name.x","rep.x","name.y","rep.y","DPI","sample","inf_route","diet","titer","log10_titer","HAI_21dpi","Ct_Mgene","resequenced","pair_numbers","pair_diets"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d10","1794_d10","Contact","Obese","0","0","160","34.27","yes","1789-1794","OB>OB"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d02","1794_d02","Contact","Obese","0","0","160","36.32","yes","1789-1794","OB>OB"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d06","1794_d06","Contact","Obese","1.78E+04","4.250420002","160","24.1","yes","1789-1794","OB>OB"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d04","1794_d04","Contact","Obese","0","0","160","38.76","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d12","1794_d12","Contact","Obese","0","0","160","ND","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d08","1794_d08","Contact","Obese","1.78E+05","5.250420002","160","23.26","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d10","1794_d10","Contact","Obese","0","0","160","34.27","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d02","1794_d02","Contact","Obese","0","0","160","36.32","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d06","1794_d06","Contact","Obese","1.78E+04","4.250420002","160","24.1","yes","1789-1794","OB>OB"
"1794","F17","d06","New_F17_1794_d06_rep1","rep1","New_F17_1794_d06_rep2","rep2","d04","1794_d04","Contact","Obese","0","0","160","38.76","yes","1789-1794","OB>OB"
"1797","F17","d02","New_F17_1797_d02_rep1","rep1","New_F17_1797_d02_rep2","rep2","d06","1797_d06","Contact","Lean","3.16E+05","5.499687083","320","22.55","yes","1801-1797","LN>LN"
"1797","F17","d02","New_F17_1797_d02_rep1","rep1","New_F17_1797_d02_rep2","rep2","d04","1797_d04","Contact","Lean","0","0","320","31.46","yes","1801-1797","LN>LN"
"1797","F17","d02","New_F17_1797_d02_rep1","rep1","New_F17_1797_d02_rep2","rep2","d02","1797_d02","Contact","Lean","0","0","320","38.4","yes","1801-1797","LN>LN"
"1797","F17","d02","New_F17_1797_d02_rep1","rep1","New_F17_1797_d02_rep2","rep2","d08","1797_d08","Contact","Lean","0","0","320","25.45","yes","1801-1797","LN>LN"
"1797","F17","d06","New_F17_1797_d06_rep1","rep1","New_F17_1797_d06_rep2","rep2","d06","1797_d06","Contact","Lean","3.16E+05","5.499687083","320","22.55","yes","1801-1797","LN>LN"
"1797","F17","d06","New_F17_1797_d06_rep1","rep1","New_F17_1797_d06_rep2","rep2","d04","1797_d04","Contact","Lean","0","0","320","31.46","yes","1801-1797","LN>LN"
"1797","F17","d06","New_F17_1797_d06_rep1","rep1","New_F17_1797_d06_rep2","rep2","d02","1797_d02","Contact","Lean","0","0","320","38.4","yes","1801-1797","LN>LN"
"1797","F17","d06","New_F17_1797_d06_rep1","rep1","New_F17_1797_d06_rep2","rep2","d08","1797_d08","Contact","Lean","0","0","320","25.45","yes","1801-1797","LN>LN"
"1797","F17","d08","New_F17_1797_d08_rep1","rep1","New_F17_1797_d08_rep2","rep2","d06","1797_d06","Contact","Lean","3.16E+05","5.499687083","320","22.55","yes","1801-1797","LN>LN"
"1797","F17","d08","New_F17_1797_d08_rep1","rep1","New_F17_1797_d08_rep2","rep2","d04","1797_d04","Contact","Lean","0","0","320","31.46","yes","1801-1797","LN>LN"
"1797","F17","d08","New_F17_1797_d08_rep1","rep1","New_F17_1797_d08_rep2","rep2","d02","1797_d02","Contact","Lean","0","0","320","38.4","yes","1801-1797","LN>LN"
"1797","F17","d08","New_F17_1797_d08_rep1","rep1","New_F17_1797_d08_rep2","rep2","d08","1797_d08","Contact","Lean","0","0","320","25.45","yes","1801-1797","LN>LN"
"1797","F17","d04","New_F17_1797_d04_rep1","rep1","New_F17_1797_d04_rep2","rep2","d06","1797_d06","Contact","Lean","3.16E+05","5.499687083","320","22.55","yes","1801-1797","LN>LN"
"1797","F17","d04","New_F17_1797_d04_rep1","rep1","New_F17_1797_d04_rep2","rep2","d04","1797_d04","Contact","Lean","0","0","320","31.46","yes","1801-1797","LN>LN"
"1797","F17","d04","New_F17_1797_d04_rep1","rep1","New_F17_1797_d04_rep2","rep2","d02","1797_d02","Contact","Lean","0","0","320","38.4","yes","1801-1797","LN>LN"
"1797","F17","d04","New_F17_1797_d04_rep1","rep1","New_F17_1797_d04_rep2","rep2","d08","1797_d08","Contact","Lean","0","0","320","25.45","yes","1801-1797","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d06","1800_d06","Index","Lean","0","0","640","23.39","yes","1800-1803","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d02","1800_d02","Index","Lean","5.62E+04","4.749736316","640","22.37","yes","1800-1803","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d04","1800_d04","Index","Lean","5.62E+02","2.749736316","640","26.32","yes","1800-1803","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d12","1800_d12","Index","Lean","0","0","640","ND","yes","1800-1803","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d10","1800_d10","Index","Lean","0","0","640","36.62","yes","1800-1803","LN>LN"
"1800","F17","d02","New_F17_1800_d02_rep1","rep1","New_F17_1800_d02_rep2","rep2","d08","1800_d08","Index","Lean","0","0","640","33.22","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d06","1800_d06","Index","Lean","0","0","640","23.39","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d02","1800_d02","Index","Lean","5.62E+04","4.749736316","640","22.37","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d04","1800_d04","Index","Lean","5.62E+02","2.749736316","640","26.32","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d12","1800_d12","Index","Lean","0","0","640","ND","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d10","1800_d10","Index","Lean","0","0","640","36.62","yes","1800-1803","LN>LN"
"1800","F17","d06","New_F17_1800_d06_rep1","rep1","New_F17_1800_d06_rep2","rep2","d08","1800_d08","Index","Lean","0","0","640","33.22","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d06","1800_d06","Index","Lean","0","0","640","23.39","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d02","1800_d02","Index","Lean","5.62E+04","4.749736316","640","22.37","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d04","1800_d04","Index","Lean","5.62E+02","2.749736316","640","26.32","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d12","1800_d12","Index","Lean","0","0","640","ND","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d10","1800_d10","Index","Lean","0","0","640","36.62","yes","1800-1803","LN>LN"
"1800","F17","d04","New_F17_1800_d04_rep1","rep1","New_F17_1800_d04_rep2","rep2","d08","1800_d08","Index","Lean","0","0","640","33.22","yes","1800-1803","LN>LN"
"1801","F17","d04","New_F17_1801_d04_rep1","rep1","New_F17_1801_d04_rep2","rep2","d12","1801_d12","Index","Lean","0","0","0","38.99","yes","1801-1797","LN>LN"
"1801","F17","d04","New_F17_1801_d04_rep1","rep1","New_F17_1801_d04_rep2","rep2","d08","1801_d08","Index","Lean","0","0","0","37.31","yes","1801-1797","LN>LN"
"1801","F17","d04","New_F17_1801_d04_rep1","rep1","New_F17_1801_d04_rep2","rep2","d02","1801_d02","Index","Lean","5.62E+03","3.749736316","0","24.09","yes","1801-1797","LN>LN"
"1801","F17","d04","New_F17_1801_d04_rep1","rep1","New_F17_1801_d04_rep2","rep2","d04","1801_d04","Index","Lean","0","0","0","25.17","yes","1801-1797","LN>LN"
"1801","F17","d04","New_F17_1801_d04_rep1","rep1","New_F17_1801_d04_rep2","rep2","d06","1801_d06","Index","Lean","0","0","0","26.16","yes","1801-1797","LN>LN"
"1801","F17","d02","New_F17_1801_d02_rep1","rep1","New_F17_1801_d02_rep2","rep2","d12","1801_d12","Index","Lean","0","0","0","38.99","yes","1801-1797","LN>LN"
"1801","F17","d02","New_F17_1801_d02_rep1","rep1","New_F17_1801_d02_rep2","rep2","d08","1801_d08","Index","Lean","0","0","0","37.31","yes","1801-1797","LN>LN"
"1801","F17","d02","New_F17_1801_d02_rep1","rep1","New_F17_1801_d02_rep2","rep2","d02","1801_d02","Index","Lean","5.62E+03","3.749736316","0","24.09","yes","1801-1797","LN>LN"
"1801","F17","d02","New_F17_1801_d02_rep1","rep1","New_F17_1801_d02_rep2","rep2","d04","1801_d04","Index","Lean","0","0","0","25.17","yes","1801-1797","LN>LN"
"1801","F17","d02","New_F17_1801_d02_rep1","rep1","New_F17_1801_d02_rep2","rep2","d06","1801_d06","Index","Lean","0","0","0","26.16","yes","1801-1797","LN>LN"
